off the,2768
<S> What,2761
and they,2761
secretary of,2760
those who,2756
can not,2755
has not,2753
But the,2750
man who,2746
to find,2739
it won,2736
<S> During,2726
rather than,2719
put it,2713
of state,2710
According to,2703
it got,2699
” of,2697
it new,2684
than a,2682
used to,2663
there are,2662
that has,2655
you can,2655
but I,2654
it may,2644
t be,2640
said on,2633
will not,2632
not the,2627
on to,2619
across the,2619
to Trump,2615
national security,2614
for Trump,2604
to me,2603
it that,2603
most of,2602
said ”,2595
like the,2588
” that,2583
a year,2582
the ”,2581
election </S>,2580
about a,2580
Trump was,2577
if you,2575
to an,2570
added that,2568
of those,2567
have the,2566
t think,2561
who have,2560
if the,2557
them to,2556
life </S>,2555
percent of,2547
added “,2541
in their,2527
<S> Then,2526
the two,2524
member of,2518
<S> Even,2517
it name,2513
could have,2509
told me,2509
be able,2506
not have,2504
was an,2502
“ This,2495
to come,2493
on Facebook,2489
country </S>,2485
out the,2483
it way,2483
the public,2470
in Washington,2461
not only,2461
At the,2460
is also,2456
me </S>,2455
O ’,2455
up it,2446
decision to,2446
much of,2441
” for,2434
about how,2434
is now,2429
it continued,2421
that if,2420
plans to,2417
that </S>,2410
with Trump,2408
to know,2406
with an,2399
to stop,2399
say it,2399
the GOP,2390
support for,2382
hasn ’,2376
” This,2374
it team,2370
vote for,2363
we are,2361
it supporters,2360
I had,2356
talking about,2355
might be,2354
made a,2351
Follow it,2345
is “,2342
is going,2336
is no,2335
could not,2331
it career,2325
” If,2325
” When,2313
presidential campaign,2310
was ”,2308
wrote </S>,2307
go to,2306
between the,2302
it —,2298
office </S>,2297
There ’,2294
use of,2291
see it,2290
Trump it,2288
are not,2287
You can,2287
<S> Clinton,2287
do it,2287
social media,2285
along with,2285
a big,2283
s campaign,2281
who ’,2280
a way,2280
the law,2279
up with,2278
based on,2278
a great,2270
like to,2258
under the,2254
Ted Cruz,2251
’ it,2250
to run,2249
it work,2248
it thought,2245
president ’,2244
first time,2243
needs to,2242
but that,2241
such a,2240
“ There,2240
the police,2238
president of,2236
it left,2227
also said,2217
it believes,2215
so much,2213
foreign policy,2211
it administration,2209
get a,2209
in that,2204
people </S>,2202
of all,2201
we can,2200
to ”,2197
saying that,2195
whom it,2187
role in,2186
look at,2183
refused to,2180
likely to,2178
came to,2177
to leave,2162
went to,2162
even though,2155
a long,2151
to put,2145
the show,2145
ability to,2145
<S> Follow,2143
no longer,2141
” as,2138
it became,2138
<S> With,2137
make a,2136
<S> To,2135
on Sunday,2135
last month,2134
it up,2133
Trump will,2126
decided to,2125
” with,2124
One of,2120
for an,2118
than the,2117
enough to,2117
Bernie Sanders,2113
down the,2111
<S> Instead,2106
Bill Clinton,2099
the one,2099
” but,2096
it came,2091
referring to,2089
seems to,2087
time to,2087
get it,2086
” That,2078
had no,2077
the nation,2075
then it,2075
not just,2073
what the,2071
to pay,2071
say that,2070
continue to,2066
and not,2065
sort of,2064
on Saturday,2061
think that,2058
country ’,2056
thought it,2055
it out,2055
was going,2055
told CNN,2052
If you,2052
— that,2052
called it,2047
<S> According,2046
University of,2043
people in,2043
was also,2041
if they,2040
front of,2040
the top,2040
out </S>,2037
until it,2035
even if,2034
Trump to,2034
order to,2032
America ’,2031
up and,2030
the idea,2029
the race,2026
chance to,2023
called the,2021
out it,2019
that are,2018
” A,2017
at all,2016
willing to,2014
Republican presidential,2014
has to,2013
close to,2011
adding that,2011
Clinton </S>,2009
it saw,2007
I know,2005
in office,2002
told reporters,2002
that this,1994
<S> By,1993
just a,1990
the President,1988
“ They,1985
when they,1985
it parents,1983
where the,1974
give it,1973
of my,1973
me ”,1972
this month,1972
had not,1969
know it,1968
talk about,1967
to talk,1963
it asked,1962
so many,1962
way it,1960
the news,1960
you know,1955
it job,1954
said of,1953
asked it,1952
up </S>,1949
it death,1949
it party,1946
it speech,1941
that in,1941
presidential candidate,1940
Mrs Clinton,1940
or the,1939
President Barack,1938
seemed to,1936
it head,1935
and had,1934
law enforcement,1927
did it,1927
it never,1925
when I,1924
might have,1923
was to,1917
know what,1917
it just,1915
relationship with,1914
do not,1914
” on,1913
about what,1912
for president,1911
but also,1910
you have,1907
all it,1905
since the,1899
millions of,1898
went on,1894
it thinks,1891
two years,1890
right to,1889
be in,1888
re going,1887
wrote in,1885
m not,1881
declined to,1880
says that,1877
it time,1877
on an,1875
to support,1874
has made,1872
series of,1870
to show,1868
because they,1868
lack of,1866
says the,1864
not going,1863
” As,1862
come to,1861
— which,1861
the family,1858
the second,1856
the Obama,1854
<S> Donald,1853
Wall Street,1853
<S> President,1852
a more,1850
In an,1850
Trump in,1849
in 2014,1849
On the,1849
to tell,1848
response to,1846
North Korea,1845
of its,1843
it brother,1842
the press,1841
they have,1839
in order,1836
in front,1836
in my,1835
meeting with,1834
party ’,1829
the rest,1828
a chance,1827
that you,1826
had it,1826
of these,1825
up a,1820
hard to,1819
is still,1819
earlier this,1819
as they,1818
expected to,1816
the issue,1815
I want,1812
which was,1812
will have,1811
I will,1810
State Department,1808
time in,1807
the National,1801
” There,1801
what I,1801
questions about,1801
to speak,1801
their own,1800
to stay,1800
the political,1800
involved in,1797
the Clinton,1795
the story,1795
W Bush,1789
” says,1788
it office,1785
found it,1785
week </S>,1785
s ”,1784
because the,1782
there </S>,1782
Facebook </S>,1781
in 2012,1780
home </S>,1779
health care,1778
through it,1777
years of,1777
Clinton and,1775
As it,1775
head of,1774
to protect,1773
to bring,1772
it felt,1770
Islamic State,1769
the 2016,1766
of course,1764
Los Angeles,1764
was on,1761
due to,1758
me to,1755
rest of,1755
had the,1754
people to,1752
back in,1752
deal with,1752
what ’,1750
thousands of,1749
noted that,1748
or it,1747
know that,1744
has also,1741
to try,1740
made the,1737
of being,1737
s most,1736
to vote,1735
out that,1734
it knew,1733
it back,1731
no one,1730
people ”,1728
again </S>,1726
the court,1724
is ”,1723
States </S>,1719
presidential nominee,1718
failed to,1717
was just,1717
New Hampshire,1717
state </S>,1716
in our,1716
the future,1715
sense of,1715
— who,1714
group of,1711
the presidency,1711
said they,1708
all </S>,1707
gave it,1707
the Russian,1706
so far,1705
a political,1704
s first,1701
effort to,1697
press conference,1691
around it,1690
As a,1690
the federal,1690
it knows,1689
to play,1688
who were,1686
a series,1683
it still,1683
world </S>,1683
and even,1681
it last,1678
won the,1677
and their,1677
House </S>,1676
to become,1676
out a,1676
attempt to,1675
as if,1673
the nomination,1673
has the,1672
and an,1669
who it,1667
has no,1663
statement </S>,1663
that will,1662
what they,1662
Prime Minister,1659
that could,1658
There is,1658
as much,1657
to meet,1655
it business,1655
the University,1653
Breitbart News,1652
director of,1648
it of,1645
an attack,1644
a small,1643
it support,1642
to build,1640
<S> CNN,1639
should have,1638
<S> However,1638
are the,1637
The New,1635
needed to,1633
to move,1632
and more,1631
s no,1630
it found,1629
up for,1628
it used,1628
to change,1626
The Post,1624
take a,1623
known as,1622
Obama administration,1621
it into,1621
that have,1618
the crowd,1617
the group,1615
was born,1614
in November,1612
make the,1610
it but,1610
less than,1609
home in,1608
a week,1607
appeared to,1605
and how,1605
how the,1601
it needs,1601
Vladimir Putin,1596
s what,1594
“ When,1588
a major,1587
it then,1586
the presidential,1586
s just,1585
they had,1584
and what,1584
it comes,1583
<S> Last,1582
in 2013,1580
high school,1579
it gave,1579
follow it,1579
that Mr,1578
as president,1578
makes it,1576
met with,1574
“ What,1572
Department of,1572
how much,1569
<S> Some,1565
attorney general,1563
it takes,1561
to this,1560
Justice Department,1560
on this,1557
told The,1557
the final,1557
and ”,1556
the attack,1555
” You,1554
help it,1553
a bit,1553
George W,1547
D C,1547
it colleagues,1544
and for,1542
Trump had,1542
a private,1541
<S> Yet,1539
Trump campaign,1538
clear that,1538
believe that,1537
accused of,1535
was one,1535
of us,1535
for their,1535
take it,1534
of ”,1534
got a,1533
was no,1533
the ground,1531
a young,1529
over a,1528
it started,1527
campaign and,1526
said ‘,1526
a group,1524
years in,1523
so that,1523
is one,1522
family </S>,1522
because I,1521
the job,1518
a day,1517
During it,1516
to their,1515
it most,1512
become a,1509
someone who,1508
I didn,1506
access to,1506
and you,1504
win the,1502
or not,1501
We are,1500
— to,1500
of how,1500
Secretary of,1500
And I,1498
day </S>,1497
trip to,1496
it presidency,1494
get the,1493
it gets,1493
South Carolina,1491
ago </S>,1490
as ”,1489
I just,1489
was so,1487
We have,1487
t even,1487
’ The,1485
— in,1485
instead of,1484
them ”,1484
Trump administration,1481
the very,1481
on their,1480
ahead of,1479
through a,1479
plan to,1478
s also,1476
who said,1476
work </S>,1475
it country,1474
<S> An,1474
” is,1474
the more,1473
a number,1473
been in,1472
efforts to,1471
way </S>,1471
in January,1469
So it,1468
there were,1466
it face,1466
president and,1465
called for,1464
a different,1464
it presidential,1462
<S> Though,1460
s decision,1459
see the,1455
what we,1455
when a,1452
focus on,1451
<S> Obama,1450
announced it,1450
investigation into,1449
out in,1449
do with,1449
they can,1447
behind it,1447
real estate,1444
believe it,1444
they would,1443
“ That,1443
it role,1442
it decision,1440
right now,1440
” by,1439
something that,1439
of which,1438
The Washington,1434
the Supreme,1433
t get,1432
among the,1431
it spoke,1431
off it,1431
” They,1431
it personal,1431
York City,1430
which the,1430
and Trump,1427
got to,1426
keep it,1425
in recent,1424
I thought,1423
any of,1423
or a,1422
ll be,1421
this country,1421
took it,1420
the kind,1420
it plans,1417
the game,1417
the investigation,1417
a Republican,1416
it political,1416
<S> Here,1416
p m,1416
New Jersey,1414
” which,1414
American people,1413
news conference,1411
being a,1411
for all,1410
well </S>,1410
a member,1410
the video,1409
a time,1408
in Syria,1408
to avoid,1406
history of,1404
ve been,1404
a friend,1403
including the,1403
version of,1401
do so,1400
now it,1400
the State,1400
prime minister,1399
argued that,1398
was that,1398
focused on,1397
I do,1397
it seems,1396
administration </S>,1396
Trump on,1396
and its,1395
the bill,1394
just as,1393
it began,1391
people and,1387
the woman,1387
have it,1386
left the,1386
in </S>,1385
on </S>,1384
it children,1383
ready to,1379
it couldn,1379
aren ’,1377
Attorney General,1374
took a,1374
side of,1370
“ ”,1370
state of,1370
Paul Ryan,1369
making it,1368
re not,1368
work with,1367
” On,1367
appears to,1365
There are,1364
nation ’,1362
it later,1361
days after,1361
said to,1361
for more,1360
became a,1359
it friends,1358
women ’,1355
it described,1354
“ But,1353
of Mr,1352
back </S>,1352
<S> Since,1351
of State,1351
job </S>,1348
the question,1348
to continue,1348
and now,1346
and there,1346
in 2015,1346
to fight,1344
but not,1344
Trump who,1342
make sure,1342
would like,1342
for years,1341
that had,1341
the head,1340
it now,1340
as part,1340
in fact,1338
led to,1338
is what,1338
within the,1337
opportunity to,1335
— as,1332
to look,1329
Now it,1328
out and,1326
returned to,1326
return to,1325
a couple,1322
was still,1322
a letter,1321
climate change,1321
not been,1320
may not,1319
When I,1319
do </S>,1318
said adding,1315
hundreds of,1315
an “,1315
comes to,1315
in some,1313
reported </S>,1312
I could,1308
to that,1308
and as,1308
whether the,1307
a candidate,1307
are going,1306
the night,1305
s an,1305
in part,1305
known for,1305
Then it,1305
our country,1304
night </S>,1303
me that,1303
a m,1302
the administration,1302
and on,1301
Clinton has,1300
Donald J,1299
support it,1298
in America,1298
J Trump,1298
for me,1297
reported that,1295
a single,1295
it former,1294
father ’,1293
<S> Still,1292
at this,1291
too </S>,1290
were not,1289
the process,1289
left it,1289
was asked,1288
to call,1288
people are,1286
CNN ’,1285
time ”,1282
in and,1282
hadn ’,1282
the death,1281
take the,1281
it comments,1281
in prison,1280
for example,1280
said at,1280
it were,1277
pay for,1277
and will,1276
run for,1275
which has,1275
in one,1273
<S> Although,1272
the Islamic,1269
police officer,1268
the middle,1267
forced to,1266
the military,1263
do that,1262
the school,1262
it position,1262
and others,1262
to ask,1262
looking for,1261
I said,1260
suggested that,1259
“ In,1259
to think,1258
of interest,1257
“ My,1257
served as,1256
interested in,1256
the debate,1256
continued </S>,1255
outside the,1254
saw it,1254
me and,1254
family and,1254
on ”,1253
attack against,1252
that when,1252
although it,1251
behind the,1251
You ’,1251
The president,1250
s in,1250
“ And,1250
year it,1249
be it,1249
Trump would,1249
of any,1249
it believed,1249
we were,1248
state ’,1247
s death,1247
going on,1247
much more,1247
when you,1246
a second,1245
a recent,1245
and one,1245
and so,1245
a speech,1244
what was,1244
up on,1244
it explained,1244
even as,1243
North Carolina,1242
in its,1242
woman who,1242
it mind,1240
each other,1240
it tried,1240
Republican Party,1240
have no,1238
it hands,1237
began to,1236
the team,1235
it by,1233
the matter,1233
at home,1233
presidency </S>,1233
four years,1231
it body,1231
saying “,1230
was at,1228
it received,1227
” Clinton,1227
— or,1227
one that,1225
let it,1224
top of,1224
it fellow,1222
calling it,1222
of America,1221
Russia ’,1221
time and,1221
get to,1220
to live,1220
the national,1219
took the,1219
campaign trail,1218
on that,1217
support of,1216
now </S>,1216
unable to,1216
the Washington,1215
the moment,1215
charged with,1215
knew it,1214
things that,1214
in 2008,1214
list of,1214
As the,1213
on “,1212
In fact,1211
for “,1211
to discuss,1210
the entire,1210
But in,1209
a job,1209
for this,1208
be an,1205
as I,1204
it or,1204
to hold,1204
the current,1203
and when,1203
a person,1202
During the,1202
When the,1200
family ’,1199
allowed to,1198
couple of,1198
if I,1197
the early,1197
it second,1196
grew up,1196
to start,1196
what is,1196
s office,1195
a strong,1194
it noted,1193
Instead it,1193
about Trump,1193
<S> My,1192
a month,1192
it even,1192
it right,1191
Trump says,1191
that Clinton,1191
to hear,1191
find it,1191
you are,1191
it wouldn,1191
the film,1191
the hospital,1190
” What,1190
was arrested,1190
we will,1189
t like,1189
a black,1189
a video,1188
that were,1187
Trump ”,1186
way that,1186
the event,1185
<S> Asked,1185
s got,1184
the whole,1183
interest in,1183
the face,1182
a Trump,1182
terms of,1181
is so,1181
company ’,1178
a campaign,1177
a child,1177
even more,1176
a better,1176
d be,1175
can do,1175
same time,1174
voted for,1174
the back,1174
it because,1172
to kill,1171
general election,1171
later it,1171
between it,1170
it makes,1170
it two,1169
on Trump,1169
country ”,1169
talked about,1168
says “,1167
to serve,1167
the candidate,1166
down </S>,1166
are a,1165
the European,1164
a gun,1164
continued to,1164
a meeting,1163
so I,1162
this time,1161
continues to,1161
lost it,1161
<S> Despite,1160
supposed to,1160
chairman of,1160
it all,1160
Middle East,1160
Here ’,1159
born in,1159
ties to,1159
moved to,1158
Clinton is,1158
that while,1158
seem to,1156
is </S>,1156
the decision,1156
<S> No,1155
shouldn ’,1155
in “,1154
tell it,1154
while the,1152
who would,1151
a real,1150
They ’,1149
Republican nominee,1149
administration ’,1148
attack on,1148
Marco Rubio,1147
down to,1147
<S> Like,1146
is just,1146
in 2011,1144
was being,1143
to believe,1143
it remarks,1142
is on,1142
it calls,1141
After the,1141
to explain,1141
the real,1140
too much,1140
and all,1140
way of,1139
it worked,1139
<S> Before,1138
party </S>,1137
living in,1137
” So,1136
to create,1135
But I,1134
who will,1134
children </S>,1134
think the,1133
it candidacy,1132
Comey ’,1132
executive order,1132
<S> Because,1131
aware of,1131
it about,1130
t do,1130
at an,1129
described as,1129
up ”,1129
— “,1128
to defend,1128
vice president,1127
says ”,1126
use the,1125
claim that,1125
like that,1124
Mike Pence,1124
asked if,1123
it really,1123
<S> More,1122
to what,1122
to turn,1122
BuzzFeed News,1122
is being,1122
a federal,1122
familiar with,1121
it friend,1120
the incident,1119
the biggest,1119
for what,1119
with their,1119
it sees,1118
that an,1118
running mate,1117
presidential election,1116
them in,1116
nomination </S>,1115
There was,1115
the war,1114
idea that,1113
and who,1113
it company,1113
it writes,1112
idea of,1112
” After,1111
has become,1111
in March,1111
but they,1110
also a,1110
been the,1107
tax returns,1106
the truth,1106
be “,1106
it spent,1106
” was,1106
this ”,1105
government </S>,1105
and if,1102
years and,1102
the book,1102
it died,1100
managed to,1098
in 2016,1098
asked about,1097
it met,1097
has it,1096
referred to,1096
should not,1095
<S> Ms,1095
you ”,1095
until the,1093
one </S>,1093
a huge,1091
in July,1091
what happened,1091
haven ’,1091
— is,1090
Trump as,1090
is more,1090
us to,1090
day after,1090
use it,1088
Trump Tower,1088
an email,1087
it best,1087
in any,1086
<S> Just,1086
leave the,1084
of New,1084
a large,1083
every day,1083
me it,1083
out ”,1082
it lost,1082
it car,1082
to join,1082
do the,1082
the years,1082
it only,1081
the latest,1080
nothing to,1079
<S> Not,1079
Cruz ’,1078
Don ’,1078
to provide,1078
year ’,1077
” At,1077
America </S>,1077
day it,1076
that as,1076
majority of,1075
away </S>,1073
years later,1072
S President,1072
it adds,1071
” For,1071
case </S>,1070
weren ’,1070
Sanders ’,1069
sought to,1068
<S> From,1067
was very,1067
much as,1066
James Comey,1066
will get,1066
Democratic presidential,1064
it tells,1064
commitment to,1062
when asked,1062
to our,1062
for that,1062
a police,1062
death </S>,1061
related to,1060
told a,1060
to stand,1059
years old,1059
world ’,1058
it book,1058
to </S>,1055
it tax,1055
three years,1054
down on,1054
on what,1053
was able,1053
by Trump,1052
show </S>,1051
Trump for,1051
the stage,1050
time of,1049
the audience,1049
team </S>,1049
the general,1048
out on,1048
one point,1047
this was,1047
the ’,1046
has never,1046
does it,1045
five years,1043
it hand,1043
it more,1043
it hasn,1043
a New,1043
be more,1042
in May,1042
visit to,1042
set up,1042
in court,1041
to them,1041
the border,1041
now ”,1040
that people,1039
” or,1039
<S> All,1038
and at,1037
people of,1037
throughout the,1037
right </S>,1036
month </S>,1036
the agency,1036
s comments,1036
“ A,1035
here </S>,1035
Tuesday </S>,1034
described it,1034
life ”,1034
the subject,1033
better than,1033
only to,1033
women </S>,1032
a result,1032
I did,1032
as one,1031
in February,1031
not in,1030
policy </S>,1030
I believe,1030
the Justice,1030
it hopes,1028
race </S>,1028
by an,1027
was shot,1027
back on,1026
to let,1026
the course,1026
back and,1025
has had,1024
got it,1024
the Constitution,1024
having a,1024
<S> Another,1024
has done,1023
evidence that,1023
President Vladimir,1023
must be,1022
next to,1022
the economy,1021
the shooting,1020
<S> WASHINGTON,1020
and former,1020
addition to,1018
can follow,1017
on how,1017
— not,1017
of dollars,1016
had an,1016
they could,1016
with Russia,1015
not it,1015
promised to,1013
had “,1012
to understand,1012
to lead,1012
responsible for,1012
While it,1012
do ”,1011
the role,1010
us ”,1010
law </S>,1007
the door,1007
said a,1007
Associated Press,1007
ve got,1006
the worst,1006
pointed out,1005
years it,1004
it feels,1004
rally in,1003
If the,1003
like this,1003
result of,1003
in Florida,1003
the Department,1003
of Donald,1003
only one,1003
a president,1001
the left,1001
they will,1001
it needed,1000
was found,1000
as Trump,999
talk to,998
here ”,995
out there,994
have had,994
president it,994
as to,993
country and,993
of time,993
if we,993
with whom,993
the vote,992
the year,992
them and,992
” when,991
of American,990
Russia </S>,990
police officers,989
to my,988
the money,988
women and,988
Mr Obama,987
the street,987
security adviser,987
And then,986
it down,986
used it,985
wife and,985
of one,985
‘ I,985
leader of,985
it decided,984
the number,984
And the,984
media </S>,984
long as,984
any other,984
that of,984
toward the,983
a state,983
career </S>,983
Friday </S>,983
running for,983
a decade,981
<S> How,980
reports that,978
’ I,978
you don,977
a local,977
civil rights,976
an American,976
near the,976
about whether,975
— including,974
in Iraq,973
a question,973
of other,972
the scene,972
has already,971
the beginning,971
and would,971
the West,971
was killed,971
the late,970
it looked,970
” about,970
” who,970
letter to,969
that can,969
to return,969
be </S>,968
one day,968
life and,968
course of,968
working with,968
found that,967
approach to,966
the possibility,966
Read more,965
said Trump,965
it not,965
I mean,965
a public,965
the Middle,965
would do,964
friends and,964
have an,964
said was,964
it seemed,964
call it,963
and with,963
to release,962
two weeks,962
in ”,962
the name,962
the phone,961
of President,961
know how,959
lives in,959
it ran,957
control of,957
it case,957
<S> Police,957
inside the,957
nominee </S>,956
” at,956
eight years,955
planned to,955
school </S>,955
people ’,954
to raise,954
investigation </S>,954
on social,953
working on,953
I asked,953
a senior,953
a news,951
if Trump,951
about this,951
voters </S>,950
the polls,950
became the,950
to buy,950
spoke to,949
” because,949
the point,949
Vice President,948
Wednesday </S>,948
time for,948
t believe,948
for them,948
using the,948
attacks on,948
it final,947
I hope,947
home and,947
it claims,947
be ”,945
<S> Many,945
story of,945
to reach,945
tell you,945
show it,943
and some,943
to end,942
along the,942
what you,942
attempted to,942
we don,941
announced that,940
noting that,939
<S> Or,939
the convention,939
the room,939
federal government,939
of two,939
<S> Read,938
it eyes,938
a white,938
at Trump,937
under it,937
the house,935
respond to,934
Republican National,934
used the,934
vote </S>,934
it views,934
it once,933
chief of,933
many people,933
find a,932
the judge,930
the report,930
in on,930
in December,930
amount of,929
it latest,929
Clinton was,929
and told,929
the car,929
News </S>,929
the primary,928
as we,928
Obama and,927
is very,927
attention to,926
are in,926
would make,925
level of,925
the meeting,925
speech </S>,923
s still,923
an hour,923
or even,922
a press,922
more of,922
in 2010,921
it sister,921
“ we,921
build a,921
did </S>,920
with them,920
women who,919
in Congress,918
own </S>,918
parts of,918
two of,918
said and,917
with that,917
Trump also,917
opposition to,916
a special,916
at one,916
and have,916
you want,916
office in,915
year and,915
it so,914
become the,914
to address,913
<S> Hillary,913
agreed to,913
this </S>,913
and two,913
of Clinton,913
breitbart </S>,911
it claimed,911
’ and,911
it looks,911
Democratic Party,911
Jeff Sessions,911
of women,910
